from_year,to_year,column,league_mean_shift,league_median_shift,league_std_shift,paired_pitcher_count,paired_pitcher_positive_shift_rate,paired_pitcher_median_shift,regime_shift_flag
2019,2020,rel_height,-0.005552708084661795,-0.004389999999999894,-0.008135582054179247,290,0.593103448275862,0.008482114978886623,False
2019,2020,rel_side,0.03245985228221876,-0.007425999999999988,-0.030417888606202537,290,0.4517241379310345,-0.009947575419114979,False
2019,2020,extension,0.03191439185588374,0.027470000000000105,0.0005411597125639656,290,0.6586206896551724,0.0196295970636875,False
2019,2020,rel_speed,0.09954726233178235,0.2810000000000059,-0.057222993545952505,290,0.4862068965517241,-0.05479746643138128,False
2019,2020,spin_rate,-11.22587348377192,-11.355000000000018,-8.169400993600448,290,0.4413793103448276,-9.33239889661695,False
2019,2020,induced_vert_break,0.24969294361103067,-0.540300000000002,-0.24162121752100418,290,0.5,-0.009471844525466011,False
2019,2020,horz_break,1.6924884123286752,2.7665999999999986,0.07242441111795372,290,0.5896551724137931,1.3245898168397927,False
2020,2021,rel_height,0.013660508876511157,0.00934999999999997,-0.0065888260915041574,313,0.6357827476038339,0.011737744499179081,False
2020,2021,rel_side,-0.016889796359358777,-0.0015735000000000054,0.03950205144116847,313,0.5111821086261981,0.0032047090934870237,False
2020,2021,extension,0.012914944356912095,0.013050000000000006,0.00078416143556026,313,0.5718849840255591,0.007484715628672145,False
2020,2021,rel_speed,0.0503398460922142,-0.014999999999986358,-0.11680032023321196,313,0.5015974440894568,0.01547358328892301,False
2020,2021,spin_rate,12.864698333665729,14.16000000000031,-6.165701414081468,313,0.4536741214057508,-6.2471579027358075,False
2020,2021,induced_vert_break,-0.43732612612043553,-0.37129999999999797,0.17193973644122806,313,0.4984025559105431,-0.04489282891245594,False
2020,2021,horz_break,-0.6573095341187187,-1.1516999999999982,0.6578526697432423,313,0.4536741214057508,-0.587351953055677,False
2021,2022,rel_height,-0.013277611550682966,-0.008040000000000047,0.0055890800812251895,298,0.3691275167785235,-0.008602370242810076,False
2021,2022,rel_side,0.01019171923687423,-0.0042200000000000015,-0.015655193894026143,298,0.6174496644295302,0.017952130756731965,False
2021,2022,extension,-0.14544920069719858,-0.14451000000000014,0.0002772288239898668,298,0.010067114093959731,-0.13861383784269699,True
2021,2022,rel_speed,0.8172322852859111,0.6849999999999739,0.19002424927701433,298,0.5536912751677853,0.22148645942678513,False
2021,2022,spin_rate,0.044515653504731745,-0.03000000000020009,0.6768126622178556,298,0.47651006711409394,-4.670069356454519,False
2021,2022,induced_vert_break,-2.292338720845777,-1.7729,1.3340381567315056,298,0.29194630872483224,-2.8840466427892597,True
2021,2022,horz_break,0.4129058839444255,0.3474000000000004,0.43320032535928377,298,0.5234899328859061,0.26094615006821975,False
2022,2023,rel_height,-0.005433665227077666,-0.003630000000000022,0.0020473875429543598,328,0.5396341463414634,0.0024229038296024186,False
2022,2023,rel_side,-0.02532739266054196,-0.01685099999999995,-0.0026889717999044604,328,0.4847560975609756,-0.007021414042807428,False
2022,2023,extension,-0.007839682882252896,-0.008469999999999978,0.0028939116849646396,328,0.4268292682926829,-0.01053728510588503,False
2022,2023,rel_speed,-0.24638384774817723,-0.46399999999999864,-0.12394686928530341,328,0.4146341463414634,-0.48176614171899246,False
2022,2023,spin_rate,5.200174850662279,5.6599999999998545,10.057871265512006,328,0.42073170731707316,-13.981467281862251,False
2022,2023,induced_vert_break,-0.7809872589430142,-1.6229999999999976,-0.6658926601451505,328,0.45426829268292684,-0.5538734471874971,False
2022,2023,horz_break,-0.667715636487106,-0.9164500000000011,0.37402604681843243,328,0.4725609756097561,-0.41494843684343774,False
2023,2024,rel_height,0.01172076785395082,-0.009449999999999958,-0.030321582073922798,316,0.5158227848101266,0.0014437001606912858,False
2023,2024,rel_side,-0.011036681425547257,0.011481499999999978,0.005981017884087558,316,0.47151898734177217,-0.005986679968307984,False
2023,2024,extension,-0.0015116661682044175,-0.0014999999999998348,-0.0011569164777050778,316,0.40822784810126583,-0.010959569462476781,False
2023,2024,rel_speed,0.16601758992442228,0.33600000000001273,-0.02036490157092352,316,0.43354430379746833,-0.514929742990546,False
2023,2024,spin_rate,-3.2652832797461997,3.1900000000000546,16.064811113809014,316,0.4208860759493671,-16.748430884824074,False
2023,2024,induced_vert_break,-1.6213163286435517,-1.6199000000000012,-0.05655803987852437,316,0.3259493670886076,-1.797544985157713,False
2023,2024,horz_break,-1.048631888286259,-0.5253499999999995,-0.30980683244809626,316,0.47468354430379744,-0.42122528399930825,False
